Content ID,Type_x,Category,Type,Datetime,Sentiment,Score
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,GIF,animals,disgust,2021-04-09 23:51:51,negative,0
839d117b-c764-4930-99f2-a6e4d1b47790,GIF,cooking,disgust,2020-12-21 08:24:42,negative,0
839d117b-c764-4930-99f2-a6e4d1b47790,GIF,cooking,disgust,2021-02-26 22:39:41,negative,0
909cbb46-9789-4e9d-9148-890e5c44a9e2,audio,animals,disgust,2020-07-10 18:40:13,negative,0
909cbb46-9789-4e9d-9148-890e5c44a9e2,audio,animals,disgust,2020-08-20 23:42:04,negative,0
3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,disgust,2020-09-29 00:01:55,negative,0
3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,disgust,2020-08-16 22:19:43,negative,0
3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,disgust,2021-01-30 02:58:21,negative,0
3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,disgust,2020-12-06 15:11:42,negative,0
d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,disgust,2020-12-20 23:55:33,negative,0
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,disgust,2020-08-28 04:54:31,negative,0
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,disgust,2021-05-10 05:07:25,negative,0
13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,disgust,2020-12-15 08:34:47,negative,0
7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,disgust,2021-02-02 15:26:05,negative,0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,disgust,2021-02-08 02:19:10,negative,0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,disgust,2020-08-08 01:43:10,negative,0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,video,cooking,disgust,2020-10-18 09:01:37,negative,0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,video,cooking,disgust,2020-10-05 10:06:47,negative,0
990ad477-b9eb-4ea6-9ec8-3f941f53b758,audio,animals,disgust,2021-01-28 15:29:59,negative,0
990ad477-b9eb-4ea6-9ec8-3f941f53b758,audio,animals,disgust,2021-01-18 14:56:54,negative,0
59bb59ce-776b-4d28-85ee-c0d71c690b6a,audio,animals,disgust,2021-06-03 18:43:34,negative,0
59bb59ce-776b-4d28-85ee-c0d71c690b6a,audio,animals,disgust,2021-04-10 03:14:36,negative,0
59bb59ce-776b-4d28-85ee-c0d71c690b6a,audio,animals,disgust,2020-11-04 19:08:04,negative,0
b50871e0-183e-4a1d-884b-f20fb271041b,photo,cooking,disgust,2020-11-17 08:52:32,negative,0
9ec9b340-df2d-472f-9a7f-80b4790788e6,photo,travel,disgust,2021-03-07 08:35:04,negative,0
da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,2021-05-10 00:37:54,negative,0
da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,2021-04-11 20:38:14,negative,0
da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,2020-12-18 00:57:56,negative,0
da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,2021-05-24 00:13:22,negative,0
da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,2020-06-26 17:02:13,negative,0
da8f7258-6757-4a7e-892e-a16b925ef83b,photo,cooking,disgust,2020-08-14 22:07:26,negative,0
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,disgust,2021-05-21 22:29:05,negative,0
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,2021-04-29 16:43:48,negative,0
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,2020-11-21 08:28:58,negative,0
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,2020-12-06 06:40:29,negative,0
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,disgust,2021-04-05 19:56:29,negative,0
9a5951a5-a36f-404e-a746-f6023c160fc0,GIF,science,disgust,2020-10-13 01:06:18,negative,0
9a5951a5-a36f-404e-a746-f6023c160fc0,GIF,science,disgust,2021-04-12 03:07:54,negative,0
9a5951a5-a36f-404e-a746-f6023c160fc0,GIF,science,disgust,2021-01-08 05:02:41,negative,0
b81f446e-be9b-4fff-8faf-7732c6306c75,audio,cooking,disgust,2021-04-05 23:55:50,negative,0
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,GIF,cooking,disgust,2021-02-26 03:51:50,negative,0
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,GIF,cooking,disgust,2021-01-05 00:54:44,negative,0
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,GIF,cooking,disgust,2021-06-10 18:41:16,negative,0
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,GIF,cooking,disgust,2021-05-01 13:43:22,negative,0
3ce1063a-2277-4285-97b0-9bd53a941cd7,GIF,travel,disgust,2020-09-21 17:14:14,negative,0
3ce1063a-2277-4285-97b0-9bd53a941cd7,GIF,travel,disgust,2021-04-07 23:26:41,negative,0
3ce1063a-2277-4285-97b0-9bd53a941cd7,GIF,travel,disgust,2021-03-24 03:05:32,negative,0
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,2020-07-19 04:41:42,negative,0
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,2020-07-25 10:47:37,negative,0
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,2020-12-10 18:49:30,negative,0
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,2021-04-16 23:01:58,negative,0
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,2021-01-11 06:28:53,negative,0
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,2021-01-27 14:15:56,negative,0
71246f1e-0b64-4922-a6ae-c86c446837be,video,healthy eating,disgust,2020-09-29 09:03:01,negative,0
41bc0418-db4b-48b4-ada6-18eda999cd25,video,travel,disgust,2021-01-06 09:10:24,negative,0
41bc0418-db4b-48b4-ada6-18eda999cd25,video,travel,disgust,2021-05-15 14:44:37,negative,0
77f0131d-a06e-40d6-8f6d-a64c0491d1b5,audio,healthy eating,disgust,2020-07-29 20:32:30,negative,0
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,disgust,2021-02-22 15:52:31,negative,0
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,disgust,2021-02-13 00:16:17,negative,0
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,disgust,2020-12-26 10:18:21,negative,0
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,disgust,2020-06-20 11:09:19,negative,0
972b6e82-421f-43f6-905c-2168933de18f,video,animals,disgust,2021-02-06 21:33:20,negative,0
972b6e82-421f-43f6-905c-2168933de18f,video,animals,disgust,2021-04-10 22:01:07,negative,0
972b6e82-421f-43f6-905c-2168933de18f,video,animals,disgust,2020-08-15 09:12:37,negative,0
f6c9e663-620c-4d18-9494-7eea83fbf4b7,audio,animals,disgust,2020-09-13 20:34:05,negative,0
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,healthy eating,disgust,2020-09-27 17:27:29,negative,0
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,healthy eating,disgust,2020-09-26 13:47:11,negative,0
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,healthy eating,disgust,2020-11-13 12:22:16,negative,0
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,healthy eating,disgust,2021-05-07 06:14:25,negative,0
02ba5af1-784a-44cc-ae3a-14833c4a2237,video,healthy eating,disgust,2020-12-01 19:04:33,negative,0
02ba5af1-784a-44cc-ae3a-14833c4a2237,video,healthy eating,disgust,2020-08-01 21:52:59,negative,0
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,healthy eating,disgust,2021-02-06 06:02:06,negative,0
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,healthy eating,disgust,2021-01-15 12:36:48,negative,0
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,healthy eating,disgust,2020-07-27 07:17:22,negative,0
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,healthy eating,disgust,2020-11-30 16:38:18,negative,0
aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,photo,animals,disgust,2020-12-23 02:23:39,negative,0
64b9d086-2fd4-46d0-a19d-848572029de1,audio,healthy eating,disgust,2021-05-11 05:57:51,negative,0
64b9d086-2fd4-46d0-a19d-848572029de1,audio,healthy eating,disgust,2021-06-08 07:12:26,negative,0
64b9d086-2fd4-46d0-a19d-848572029de1,audio,healthy eating,disgust,2020-08-31 23:48:23,negative,0
77b49477-2f3c-455a-b8f1-09ec2e553174,video,cooking,disgust,2021-02-15 14:36:38,negative,0
88cbf75c-79f0-42cb-8733-af670f39d6e0,audio,animals,disgust,2021-05-11 06:06:45,negative,0
88cbf75c-79f0-42cb-8733-af670f39d6e0,audio,animals,disgust,2020-10-06 15:46:41,negative,0
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,disgust,2020-11-15 05:21:30,negative,0
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,healthy eating,disgust,2021-03-25 04:44:43,negative,0
afe1fed5-5639-45c7-89f8-ce9d1078c910,audio,cooking,disgust,2020-12-31 21:38:03,negative,0
afe1fed5-5639-45c7-89f8-ce9d1078c910,audio,cooking,disgust,2020-10-21 20:36:16,negative,0
afe1fed5-5639-45c7-89f8-ce9d1078c910,audio,cooking,disgust,2020-11-17 17:59:58,negative,0
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,disgust,2020-11-21 16:42:00,negative,0
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,2020-11-25 01:40:43,negative,0
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,2020-06-26 09:34:23,negative,0
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,2020-11-03 11:55:12,negative,0
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,2020-11-24 21:06:21,negative,0
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,disgust,2021-05-20 00:48:21,negative,0
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,disgust,2020-07-03 07:07:54,negative,0
a38cf15e-6a1d-42e8-bee7-0eeb456c700b,video,travel,disgust,2021-06-04 05:51:20,negative,0
a38cf15e-6a1d-42e8-bee7-0eeb456c700b,video,travel,disgust,2021-03-11 03:37:59,negative,0
a38cf15e-6a1d-42e8-bee7-0eeb456c700b,video,travel,disgust,2020-11-13 19:01:05,negative,0
fd060448-7b3e-4626-b3ca-44bfe764e26f,photo,cooking,disgust,2020-09-25 12:49:09,negative,0
79f1b9b4-b21b-4abd-802a-811540cbc845,audio,travel,disgust,2021-02-12 10:54:33,negative,0
b13bec8c-4469-4cc8-8650-7057eb95d3ee,GIF,travel,disgust,2020-11-03 18:14:11,negative,0
43450a12-1e4c-4a17-a846-9d8768984051,video,animals,disgust,2020-11-15 09:13:14,negative,0
888660b0-7dd8-4983-858a-101cd03d392b,video,science,disgust,2020-12-19 02:43:40,negative,0
888660b0-7dd8-4983-858a-101cd03d392b,video,science,disgust,2020-10-08 08:28:47,negative,0
888660b0-7dd8-4983-858a-101cd03d392b,video,science,disgust,2020-07-03 15:29:13,negative,0
888660b0-7dd8-4983-858a-101cd03d392b,video,science,disgust,2020-09-15 10:49:35,negative,0
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,video,animals,disgust,2020-09-30 14:46:43,negative,0
19f998c4-270b-489d-bea6-ae161d301923,GIF,travel,disgust,2020-07-07 23:54:52,negative,0
19f998c4-270b-489d-bea6-ae161d301923,GIF,travel,disgust,2021-02-09 03:48:40,negative,0
19f998c4-270b-489d-bea6-ae161d301923,GIF,travel,disgust,2020-07-15 02:00:31,negative,0
0ce7392d-5c20-4ffa-a42f-767f51e9b466,GIF,travel,disgust,2020-11-22 15:54:38,negative,0
0ce7392d-5c20-4ffa-a42f-767f51e9b466,GIF,travel,disgust,2020-12-30 19:04:00,negative,0
0ce7392d-5c20-4ffa-a42f-767f51e9b466,GIF,travel,disgust,2021-01-16 19:27:45,negative,0
d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,photo,travel,disgust,2020-11-12 10:25:33,negative,0
d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,photo,travel,disgust,2020-12-05 05:54:57,negative,0
d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,photo,travel,disgust,2020-07-14 18:30:05,negative,0
d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,photo,travel,disgust,2021-04-19 06:15:25,negative,0
7286f9d2-7c83-4c7b-bc01-6f56eb0235de,video,travel,disgust,2020-12-19 04:54:36,negative,0
7286f9d2-7c83-4c7b-bc01-6f56eb0235de,video,travel,disgust,2020-06-28 07:37:02,negative,0
69ce055c-e0bd-46c5-b856-bf2254d1c490,GIF,healthy eating,disgust,2021-03-11 19:02:15,negative,0
69ce055c-e0bd-46c5-b856-bf2254d1c490,GIF,healthy eating,disgust,2020-08-07 10:04:34,negative,0
69ce055c-e0bd-46c5-b856-bf2254d1c490,GIF,healthy eating,disgust,2020-08-16 03:28:45,negative,0
2d7084fb-b457-4813-829f-73911025eeaa,GIF,cooking,disgust,2020-06-30 16:52:54,negative,0
985f4b4f-de40-4a4e-a090-01e100be42e9,GIF,travel,disgust,2021-03-13 03:41:48,negative,0
985f4b4f-de40-4a4e-a090-01e100be42e9,GIF,travel,disgust,2020-09-18 21:42:16,negative,0
985f4b4f-de40-4a4e-a090-01e100be42e9,GIF,travel,disgust,2021-04-08 12:05:59,negative,0
985f4b4f-de40-4a4e-a090-01e100be42e9,GIF,travel,disgust,2020-07-15 15:20:13,negative,0
985f4b4f-de40-4a4e-a090-01e100be42e9,GIF,travel,disgust,2020-07-07 14:43:04,negative,0
585c17a5-df96-4a6d-b144-a499e0469546,GIF,healthy eating,disgust,2020-10-25 04:18:44,negative,0
585c17a5-df96-4a6d-b144-a499e0469546,GIF,healthy eating,disgust,2020-07-03 03:53:23,negative,0
585c17a5-df96-4a6d-b144-a499e0469546,GIF,healthy eating,disgust,2020-07-08 07:44:59,negative,0
585c17a5-df96-4a6d-b144-a499e0469546,GIF,healthy eating,disgust,2021-01-03 06:35:50,negative,0
585c17a5-df96-4a6d-b144-a499e0469546,GIF,healthy eating,disgust,2020-11-28 21:56:55,negative,0
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,photo,travel,disgust,2020-10-03 08:37:10,negative,0
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,photo,travel,disgust,2020-09-18 03:55:14,negative,0
9bc09268-79e8-4402-ba22-ffd1e45fa66d,GIF,travel,disgust,2021-02-11 07:26:46,negative,0
9bc09268-79e8-4402-ba22-ffd1e45fa66d,GIF,travel,disgust,2020-06-27 06:28:56,negative,0
f7b57d86-228b-4777-be51-dde8702f7b4c,GIF,cooking,disgust,2020-12-11 22:10:52,negative,0
f7b57d86-228b-4777-be51-dde8702f7b4c,GIF,cooking,disgust,2021-04-02 11:54:26,negative,0
bc604b62-adbc-4c93-a2ae-602160714d1c,photo,cooking,disgust,2021-04-04 09:05:55,negative,0
bc604b62-adbc-4c93-a2ae-602160714d1c,photo,cooking,disgust,2020-10-01 22:05:34,negative,0
55d5d3f9-566c-4fcc-b24e-02ca826cce58,photo,science,disgust,2020-10-07 06:19:48,negative,0
90418e93-aa5a-4608-866e-25464b617c9b,audio,science,disgust,2021-04-29 07:23:42,negative,0
6054518c-4c28-4d65-8ebe-3b4f56108f29,GIF,healthy eating,disgust,2021-05-27 19:41:51,negative,0
6054518c-4c28-4d65-8ebe-3b4f56108f29,GIF,healthy eating,disgust,2020-07-08 11:39:20,negative,0
634a05ab-0751-45fa-a1b4-b4a9b8342f61,video,travel,disgust,2020-10-04 04:56:14,negative,0
634a05ab-0751-45fa-a1b4-b4a9b8342f61,video,travel,disgust,2021-05-30 09:19:33,negative,0
1cd59d79-a2ca-4a99-92aa-2775117c4589,audio,science,disgust,2021-05-06 04:30:33,negative,0
1cd59d79-a2ca-4a99-92aa-2775117c4589,audio,science,disgust,2020-12-22 10:45:17,negative,0
1cd59d79-a2ca-4a99-92aa-2775117c4589,audio,science,disgust,2020-07-23 06:53:32,negative,0
c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,disgust,2021-05-05 16:59:29,negative,0
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,2020-09-26 08:28:05,negative,0
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,2020-10-07 13:34:01,negative,0
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,2021-05-29 19:18:52,negative,0
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,2021-05-22 16:17:46,negative,0
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,2021-02-01 12:37:14,negative,0
b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,disgust,2021-05-22 08:11:52,negative,0
b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,disgust,2020-09-18 01:49:57,negative,0
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,disgust,2020-08-31 12:37:22,negative,0
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,disgust,2021-05-11 04:07:59,negative,0
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,disgust,2021-01-06 18:16:46,negative,0
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,disgust,2021-03-31 10:59:23,negative,0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,photo,science,disgust,2020-06-29 05:00:12,negative,0
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,disgust,2021-02-25 15:49:04,negative,0
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,disgust,2021-03-31 05:40:39,negative,0
140a5163-66d8-4a11-8d4e-a670483bb852,photo,science,disgust,2020-06-19 19:15:14,negative,0
140a5163-66d8-4a11-8d4e-a670483bb852,photo,science,disgust,2021-01-27 02:44:48,negative,0
